,stroke-style-loss,stroke-content-loss,stroke-tv-loss,stroke-curvature-loss
237,3715.6335,14.910183
238,3700.0496,14.912057
239,3684.6316,14.913908
240,3669.3782,14.915716
241,3654.2925,14.917565
242,3639.3738,14.919445
243,3624.6184,14.921316
244,3610.0254,14.923107
245,3595.5906,14.9247265
246,3581.309,14.926263
247,3567.1836,14.927933
248,3553.2158,14.9295845
249,3539.3962,14.931108
250,3525.7258,14.932508
251,3512.2056,14.93396
252,3498.826,14.9355755
253,3485.5913,14.937239
254,3472.4998,14.938742
255,3459.5493,14.940203
256,3446.7363,14.941769
257,3434.0571,14.943343
258,3421.5095,14.944784
259,3409.09,14.9461775
260,3396.804,14.9476385
261,3384.6501,14.949121
262,3372.6245,14.950608
263,3360.7244,14.951965
264,3348.9536,14.953185
265,3337.3108,14.954311
266,3325.7935,14.955534
267,3314.3962,14.956854
268,3303.12,14.958212
269,3291.9626,14.959525
270,3280.926,14.960712
271,3270.0083,14.961893
272,3259.2056,14.963142
273,3248.5134,14.96443
274,3237.9326,14.965757
275,3227.4602,14.967043
276,3217.092,14.968164
277,3206.8267,14.969362
278,3196.668,14.97057
279,3186.6143,14.971733
280,3176.6597,14.972918
281,3166.804,14.974148
282,3157.0408,14.975334
283,3147.3752,14.9763775
284,3137.8071,14.977395
285,3128.3298,14.978552
286,3118.9424,14.97982
287,3109.6494,14.981009
288,3100.443,14.982152
289,3091.3213,14.983224
290,3082.2878,14.984227
291,3073.3398,14.9851055
292,3064.4724,14.986015
293,3055.6848,14.98713
294,3046.9736,14.988216
295,3038.3433,14.98929
296,3029.789,14.990458
297,3021.313,14.991475
298,3012.9128,14.992521
299,3004.5884,14.993635
300,2996.3347,14.994661
301,2988.1511,14.995493
302,2980.041,14.996325
303,2971.9976,14.997267
304,2964.0198,14.998406
305,2956.1108,14.999379
306,2948.2654,15.000275
307,2940.4873,15.00124
308,2932.777,15.00231
309,2925.131,15.003346
310,2917.545,15.004246
311,2910.0227,15.005136
312,2902.5596,15.006081
313,2895.158,15.007063
314,2887.8135,15.007902
315,2880.5203,15.0086355
316,2873.2803,15.009453
317,2866.096,15.010392
318,2858.965,15.01137
319,2851.8877,15.012236
320,2844.8652,15.013116
321,2837.8928,15.014004
322,2830.9697,15.014954
323,2824.0977,15.015884
324,2817.273,15.0168
325,2810.4993,15.0175
326,2803.77,15.018255
327,2797.0864,15.019112
328,2790.4468,15.020039
329,2783.853,15.020914
330,2777.303,15.021732
331,2770.795,15.022512
332,2764.3293,15.023319
333,2757.906,15.024181
334,2751.5244,15.02504
335,2745.187,15.025736
336,2738.8894,15.026462
337,2732.6345,15.027305
338,2726.4187,15.028309
339,2720.2412,15.029141
340,2714.101,15.029993
341,2707.995,15.031006
342,2701.9297,15.031996
343,2695.8994,15.032759
344,2689.9036,15.033504
345,2683.9424,15.034334
346,2678.0156,15.035292
347,2672.1196,15.036158
348,2666.2578,15.036864
349,2660.4307,15.037552
350,2654.6365,15.038286
351,2648.8757,15.039159
352,2643.1438,15.040038
353,2637.444,15.04077
354,2631.7808,15.0414095
355,2626.1467,15.042148
356,2620.5403,15.043157
357,2614.9673,15.043969
358,2609.4229,15.044517
359,2603.908,15.045031
360,2598.4216,15.045739
361,2592.9648,15.046518
362,2587.5354,15.047255
363,2582.1333,15.047932
364,2576.7627,15.048692
365,2571.4192,15.049489
366,2566.1003,15.050232
367,2560.8062,15.050951
368,2555.5352,15.051806
369,2550.2944,15.052693
370,2545.079,15.053522
371,2539.886,15.054219
372,2534.717,15.054986
373,2529.571,15.055845
374,2524.4504,15.056685
375,2519.3542,15.057379
376,2514.2808,15.057967
377,2509.2307,15.058655
378,2504.204,15.059357
379,2499.203,15.060131
380,2494.2244,15.061024
381,2489.2688,15.061766
382,2484.3352,15.062435
383,2479.4211,15.06315
384,2474.5315,15.063814
385,2469.6655,15.064381
386,2464.8174,15.064968
387,2459.992,15.065731
388,2455.1846,15.066694
389,2450.3997,15.067571
390,2445.6365,15.0681305
391,2440.894,15.068736
392,2436.1702,15.069414
393,2431.468,15.070014
394,2426.7817,15.070709
395,2422.117,15.071509
396,2417.4712,15.072205
397,2412.843,15.072702
398,2408.2344,15.073334
399,2403.6406,15.07407
400,2399.0654,15.074747
401,2394.5073,15.075303
402,2389.966,15.07601
403,2385.4414,15.076738
404,2380.9338,15.077321
405,2376.4448,15.077917
406,2371.9714,15.078691
407,2367.5144,15.079509
408,2363.0715,15.080387
409,2358.644,15.081064
410,2354.233,15.081381
411,2349.8396,15.081831
412,2345.4626,15.082644
413,2341.1003,15.083639
414,2336.751,15.084352
415,2332.4202,15.084761
416,2328.1045,15.085378
417,2323.802,15.086107
418,2319.5156,15.08673
419,2315.2449,15.087173
420,2310.9873,15.087816
421,2306.7424,15.08861
422,2302.5112,15.089281
423,2298.2954,15.08972
424,2294.092,15.090372
425,2289.9028,15.091104
426,2285.7283,15.091654
427,2281.5674,15.092117
428,2277.422,15.092781
429,2273.292,15.093464
430,2269.175,15.094049
431,2265.07,15.094504
432,2260.9788,15.09504
433,2256.899,15.095687
434,2252.8352,15.0962515
435,2248.784,15.096687
